Player Name,Team,Conference,Position Profile,Review Date,Video Type,Video Source,Video Score,Overall Video Rating,Video Grade,Status,Recommendation,Quantitative Match,Technical Ability,Tactical Awareness,Decision Making,Physical Attributes,Work Rate,Communication,Leadership,Composure,Key Observations,Strengths Identified,Weaknesses Identified,Red Flags,Additional Notes,Created At
Fern Dunhollow,Notre Dame,ACC,Centre Midfielder,2025-12-21,Attacking Reel,Wyscout,8.6,8.2,B,Archived,Watch Next Season,Strong match,7.7,7.1,9.2,8.2,9.1,7.6,8.3,7.6,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Sable Marwen,South Carolina,SEC,Center Back,2025-12-21,Defensive Reel,Club Provided,6.4,6.4,D,Reviewed - Pending Discussion,Continue Tracking,Weak match,5.4,7.5,5.7,7.0,6.6,6.5,5.7,6.8,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #2. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Lark Ashfen,TCU,Big 12,Winger,2025-12-20,Highlights,YouTube,7.5,7.1,C,Reviewed - Pending Discussion,Sign Now,Strong match,7.5,6.5,6.6,7.8,7.9,6.2,6.4,6.8,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Quill Silverlin,UCLA,Big Ten,Center Back,2025-12-19,Skills Showcase,Club Provided,8.3,8.2,B,Reviewed - Pending Discussion,Continue Tracking,Weak match,7.2,9.0,7.1,8.9,8.0,7.4,8.3,9.0,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Sable Saltmarsh,Boston College,ACC,Centre Midfielder,2025-12-18,Attacking Reel,Club Provided,6.0,5.8,D,Archived,Pass,Weak match,5.1,6.4,6.4,5.5,6.7,6.0,5.4,6.3,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Sorrel Vellichor,Kentucky,SEC,Attacking Midfielder,2025-12-18,Attacking Reel,Club Provided,6.8,6.9,C,Archived,Continue Tracking,Strong match,8.2,6.9,7.5,5.8,6.0,6.6,6.6,7.3,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Wren Larkmore,Auburn,SEC,Center Back,2025-12-18,Skills Showcase,Coach Submitted,7.2,7.0,C,Archived,Sign Now,Strong match,6.7,8.5,6.2,8.1,7.0,6.5,7.3,7.1,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Suri Aldercroft,Penn State,Big Ten,Attacking Midfielder,2025-12-18,Set Piece Compilation,Club Provided,6.1,6.3,D,Reviewed,Continue Tracking,Not assessed,7.2,6.1,6.9,6.4,5.9,6.3,5.6,6.0,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Kestrel Ravenhollow,Ohio State,Big Ten,Centre Midfielder,2025-12-16,Set Piece Compilation,Hudl,6.1,6.5,C,Reviewed - Pending Discussion,Pass,Mixed signals,6.4,6.4,7.3,6.7,6.2,5.9,6.2,5.9,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Sorrel Brackenfeld,Texas Tech,Big 12,Attacking Midfielder,2025-12-14,Set Piece Compilation,Conference Network,5.5,6.0,D,Reviewed - Pending Discussion,Watch Next Season,Not assessed,6.1,6.1,6.1,5.4,5.6,6.1,5.0,6.7,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,Tracking minor knee discomfort - monitor in next clip set.,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Ember Quillane,Michigan,Big Ten,Centre Midfielder,2025-12-14,Defensive Reel,Conference Network,8.0,7.5,B,Reviewed,Continue Tracking,Strong match,6.7,7.5,7.9,7.6,8.4,7.5,6.7,7.7,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #2. Sample taken from NCAA league play.,2026-05-10 18:12:11
Kestrel Mosseridge,Houston,Big 12,Attacking Midfielder,2025-12-13,Set Piece Compilation,Wyscout,7.9,8.1,B,Reviewed - Pending Discussion,Watch Next Season,Weak match,8.4,7.4,8.6,7.3,8.0,7.0,7.6,8.2,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Orla Saltmarsh,Virginia,ACC,Attacking Midfielder,2025-12-12,Defensive Reel,Wyscout,6.3,6.5,C,Reviewed - Pending Discussion,Pass,Strong match,7.3,5.8,7.3,6.5,6.2,6.1,6.9,6.7,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,Tracking minor knee discomfort - monitor in next clip set.,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Idalia Lindenmark,Auburn,SEC,Centre Midfielder,2025-12-12,Highlights,Club Provided,7.5,7.5,B,Reviewed,Sign Now,Not assessed,7.7,7.0,8.5,7.8,8.2,8.3,6.9,7.8,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Calliope Briarwood,Oklahoma State,Big 12,Centre Midfielder,2025-12-12,Full Match,Wyscout,8.1,7.6,B,Archived,Continue Tracking,Strong match,7.7,7.4,8.3,6.7,7.2,7.7,7.8,6.7,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Onyx Wrenfield,West Virginia,Big 12,Attacking Midfielder,2025-12-11,Highlights,Hudl,7.7,7.4,C,Archived,Watch Next Season,Weak match,9.0,6.4,7.8,7.1,6.5,7.1,7.4,8.0,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Indigo Daleforth,North Carolina,ACC,Centre Midfielder,2025-12-11,Attacking Reel,Club Provided,7.0,6.9,C,Reviewed - Pending Discussion,Pass,Weak match,7.1,6.2,7.6,7.5,7.2,6.5,6.6,6.3,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #3. Sample taken from National camp footage.,2026-05-10 18:12:11
Sigrid Reedmoor,Rutgers,Big Ten,Center Back,2025-12-10,Skills Showcase,Wyscout,5.5,5.8,D,Reviewed,Watch Next Season,Not assessed,5.0,6.2,5.7,6.3,5.9,5.1,5.4,7.1,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #3. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Marlowe Lindenmark,Michigan,Big Ten,Center Back,2025-12-09,Set Piece Compilation,Conference Network,5.7,5.5,D,Reviewed,Pass,Not assessed,4.7,6.0,5.6,5.4,5.4,5.1,6.2,6.0,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Calliope Briarwood,Oklahoma State,Big 12,Centre Midfielder,2025-12-09,Set Piece Compilation,YouTube,5.4,5.5,D,In Progress,Pass,Mixed signals,5.2,5.6,6.4,5.5,5.6,5.5,5.4,6.0,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #2. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Rhea Valebrook,Rutgers,Big Ten,Centre Midfielder,2025-12-08,Skills Showcase,YouTube,6.8,7.3,C,Reviewed - Pending Discussion,Watch Next Season,Weak match,6.6,6.0,8.1,6.9,7.8,6.9,7.4,6.4,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Petra Aldercroft,Oklahoma State,Big 12,Attacking Midfielder,2025-12-06,Skills Showcase,Hudl,6.7,7.1,C,Archived,Watch Next Season,Strong match,8.3,7.8,7.1,7.1,6.2,6.2,7.7,6.9,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Faye Glasswood,Houston,Big 12,Attacking Midfielder,2025-12-06,Skills Showcase,Hudl,7.8,7.5,B,In Progress,Sign Now,Mixed signals,8.2,8.0,8.0,8.1,7.2,7.8,7.2,7.6,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Yara Sablecourt,Northwestern,Big Ten,Centre Midfielder,2025-12-05,Possession Phases,Wyscout,6.0,6.2,D,Reviewed,Continue Tracking,Weak match,5.8,6.5,7.6,6.2,6.2,5.8,6.6,6.7,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Lyra Oakenshield,Iowa State,Big 12,Centre Midfielder,2025-12-04,Skills Showcase,Club Provided,6.1,6.1,D,Reviewed,Pass,Strong match,6.2,5.6,7.3,5.6,6.8,6.0,5.4,5.8,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Lyra Thornveil,UCLA,Big Ten,Centre Midfielder,2025-12-04,Possession Phases,YouTube,5.9,5.9,D,Reviewed,Pass,Not assessed,5.4,5.4,6.5,6.1,6.7,6.3,6.0,6.6,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Vesper Ashfen,TCU,Big 12,Center Back,2025-12-03,Defensive Reel,Coach Submitted,5.5,5.8,D,Reviewed - Pending Discussion,Pass,Weak match,5.3,6.7,5.9,5.7,5.0,6.4,5.0,6.6,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Lark Embervale,Boston College,ACC,Attacking Midfielder,2025-12-03,Highlights,Hudl,7.5,7.4,C,Archived,Sign Now,Mixed signals,8.2,7.8,7.8,6.1,7.7,7.5,6.5,6.8,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Marisol Ravenhollow,Tennessee,SEC,Centre Midfielder,2025-12-03,Skills Showcase,YouTube,5.7,5.9,D,In Progress,Watch Next Season,Strong match,5.6,5.3,6.3,5.9,6.5,5.4,6.3,5.2,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Clio Heatherwell,Florida State,ACC,Centre Midfielder,2025-12-03,Full Match,Wyscout,6.1,6.4,D,In Progress,Continue Tracking,Weak match,6.6,5.4,6.1,6.5,7.1,5.7,5.8,5.9,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #3. Sample taken from National camp footage.,2026-05-10 18:12:11
Fern Brackenfeld,Arkansas,SEC,Centre Midfielder,2025-12-01,Attacking Reel,Conference Network,6.8,6.9,C,In Progress,Sign Now,Strong match,6.9,7.0,6.9,6.6,7.0,7.5,6.8,6.4,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Clio Quillane,Syracuse,ACC,Centre Midfielder,2025-11-30,Set Piece Compilation,YouTube,7.9,7.5,B,Reviewed - Pending Discussion,Continue Tracking,Mixed signals,7.0,7.8,8.1,7.0,8.4,7.6,7.1,6.8,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #2. Sample taken from Conference Cup.,2026-05-10 18:12:11
Anouk Vossen,Oklahoma State,Big 12,Winger,2025-11-29,Possession Phases,Coach Submitted,7.3,7.1,C,Archived,Watch Next Season,Not assessed,7.7,5.9,6.5,8.3,6.9,6.8,7.4,6.9,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Sigrid Willowbrook,Cincinnati,Big 12,Winger,2025-11-29,Possession Phases,Club Provided,6.8,6.8,C,In Progress,Watch Next Season,Weak match,7.3,6.5,6.9,6.9,6.2,5.9,7.0,5.9,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Mira Hollowmere,Houston,Big 12,Centre Midfielder,2025-11-28,Attacking Reel,Coach Submitted,6.5,6.4,D,Reviewed - Pending Discussion,Continue Tracking,Not assessed,6.8,5.8,7.2,5.8,6.7,6.1,6.6,6.1,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Lyra Briarwood,LSU,SEC,Winger,2025-11-28,Highlights,YouTube,7.5,7.7,B,Archived,Sign Now,Weak match,8.4,7.3,7.8,8.5,7.3,8.0,7.1,8.0,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Prudence Hartmere,Arkansas,SEC,Center Back,2025-11-27,Defensive Reel,Conference Network,6.7,7.1,C,Reviewed,Continue Tracking,Not assessed,6.9,7.9,6.9,8.5,7.0,6.6,6.9,7.6,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Astrid Caelum,Kansas,Big 12,Center Back,2025-11-27,Possession Phases,Wyscout,7.6,7.2,C,Reviewed - Pending Discussion,Watch Next Season,Weak match,6.6,8.3,6.6,8.1,7.7,6.7,6.7,7.8,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #2. Sample taken from NCAA league play.,2026-05-10 18:12:11
Kestrel Embervale,Virginia,ACC,Centre Midfielder,2025-11-26,Full Match,Coach Submitted,6.1,6.5,C,Reviewed - Pending Discussion,Watch Next Season,Mixed signals,6.0,5.4,7.4,5.3,7.1,6.6,6.2,6.0,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Vesper Juniperwen,UCLA,Big Ten,Centre Midfielder,2025-11-26,Highlights,YouTube,6.1,6.3,D,In Progress,Continue Tracking,Strong match,6.0,6.3,6.6,5.1,6.8,6.1,5.5,6.3,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Caspia Embermoor,Cincinnati,Big 12,Centre Midfielder,2025-11-26,Attacking Reel,Conference Network,6.3,6.5,C,In Progress,Continue Tracking,Not assessed,6.6,5.9,7.2,6.4,7.3,6.9,6.0,7.0,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Echo Vellichor,Virginia,ACC,Centre Midfielder,2025-11-25,Defensive Reel,Hudl,7.2,7.4,C,Reviewed - Pending Discussion,Sign Now,Not assessed,6.5,7.6,8.6,6.5,8.5,7.9,7.9,6.8,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #2. Sample taken from Conference Cup.,2026-05-10 18:12:11
Thora Brackenfeld,Northwestern,Big Ten,Center Back,2025-11-24,Attacking Reel,Conference Network,7.4,7.8,B,Reviewed,Sign Now,Not assessed,7.8,7.7,7.3,8.1,7.9,7.9,8.1,8.7,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Marlowe Hollowmere,Boston College,ACC,Winger,2025-11-23,Skills Showcase,Conference Network,7.5,7.8,B,Archived,Sign Now,Not assessed,8.0,6.9,7.9,8.1,7.8,7.9,6.9,6.8,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Petra Thornveil,Wisconsin,Big Ten,Centre Midfielder,2025-11-23,Possession Phases,Coach Submitted,5.8,6.0,D,In Progress,Watch Next Season,Not assessed,5.7,6.2,6.8,6.5,7.0,6.4,5.3,6.1,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Opal Vellichor,Iowa State,Big 12,Center Back,2025-11-23,Attacking Reel,Coach Submitted,7.2,6.9,C,In Progress,Pass,Mixed signals,6.5,7.7,5.9,6.5,6.5,5.6,7.0,7.2,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Opal Brackenfeld,Alabama,SEC,Centre Midfielder,2025-11-22,Set Piece Compilation,Club Provided,8.4,8.2,B,Archived,Pass,Strong match,8.0,8.3,8.4,8.2,7.6,7.4,7.7,8.6,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Idalia Embervale,Rutgers,Big Ten,Center Back,2025-11-21,Set Piece Compilation,Conference Network,6.9,7.1,C,Reviewed,Continue Tracking,Not assessed,7.4,8.0,7.3,7.3,7.0,6.7,6.9,8.2,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Calliope Hartmere,TCU,Big 12,Centre Midfielder,2025-11-19,Skills Showcase,Club Provided,6.0,6.1,D,Reviewed - Pending Discussion,Continue Tracking,Mixed signals,5.9,5.7,6.5,5.4,7.1,6.1,6.5,6.0,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Margaux Cloudvane,Indiana,Big Ten,Attacking Midfielder,2025-11-16,Full Match,Coach Submitted,6.8,7.2,C,In Progress,Continue Tracking,Strong match,8.1,7.5,7.8,7.1,6.4,6.8,7.1,8.0,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #2. Sample taken from NCAA league play.,2026-05-10 18:12:11
Iolanthe Valebrook,Clemson,ACC,Attacking Midfielder,2025-11-15,Possession Phases,Club Provided,5.8,6.0,D,In Progress,Sign Now,Mixed signals,6.3,5.3,6.7,5.5,6.6,6.4,5.5,6.5,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Clio Northwynd,Boston College,ACC,Centre Midfielder,2025-11-14,Skills Showcase,YouTube,7.8,7.9,B,Reviewed,Sign Now,Weak match,7.0,7.9,9.0,7.5,8.0,8.1,7.9,7.5,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #2. Sample taken from NCAA league play.,2026-05-10 18:12:11
Sorrel Northwynd,North Carolina,ACC,Attacking Midfielder,2025-11-14,Full Match,Wyscout,6.1,5.9,D,Archived,Continue Tracking,Mixed signals,6.4,5.4,6.3,5.7,6.2,5.7,5.2,6.7,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #3. Sample taken from National camp footage.,2026-05-10 18:12:11
Thalia Marwen,LSU,SEC,Center Back,2025-11-13,Possession Phases,Club Provided,6.3,6.1,D,Reviewed - Pending Discussion,Continue Tracking,Mixed signals,5.8,7.2,5.6,6.4,5.7,6.3,6.5,6.6,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Maeve Inglewood,Cincinnati,Big 12,Attacking Midfielder,2025-11-13,Skills Showcase,Coach Submitted,8.0,8.0,B,In Progress,Continue Tracking,Weak match,9.4,8.0,8.2,7.8,7.9,6.9,6.9,8.1,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Clio Heatherwell,Florida State,ACC,Centre Midfielder,2025-11-13,Highlights,Club Provided,7.0,7.0,C,Archived,Watch Next Season,Mixed signals,6.9,6.1,6.8,6.4,8.0,7.1,6.6,6.6,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #2. Sample taken from Conference Cup.,2026-05-10 18:12:11
Calliope Oakenshield,Texas A&M,SEC,Attacking Midfielder,2025-11-13,Skills Showcase,YouTube,7.1,7.3,C,In Progress,Watch Next Season,Strong match,8.3,6.8,8.1,6.6,7.4,7.0,7.6,6.9,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #2. Sample taken from National camp footage.,2026-05-10 18:12:11
Caspia Oakenshield,TCU,Big 12,Center Back,2025-11-12,Defensive Reel,Conference Network,6.5,6.4,D,Reviewed - Pending Discussion,Continue Tracking,Mixed signals,6.3,7.6,5.3,6.0,6.1,5.4,6.3,6.4,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Anouk Tideland,Iowa State,Big 12,Winger,2025-11-12,Attacking Reel,Club Provided,7.5,7.1,C,Reviewed - Pending Discussion,Sign Now,Mixed signals,7.6,7.1,5.9,7.6,7.3,6.3,5.8,6.8,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Mira Vellichor,Syracuse,ACC,Center Back,2025-11-09,Full Match,Hudl,9.3,8.8,A,Reviewed,Sign Now,Weak match,8.4,9.2,8.4,8.5,8.6,8.6,8.5,9.4,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Faye Juniperwen,Texas Tech,Big 12,Winger,2025-11-09,Full Match,YouTube,6.8,6.9,C,Reviewed,Watch Next Season,Strong match,7.6,6.8,7.4,7.2,7.2,6.9,6.7,6.5,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Cinder Heatherwell,Rutgers,Big Ten,Attacking Midfielder,2025-11-09,Full Match,Coach Submitted,7.2,7.6,B,Archived,Continue Tracking,Mixed signals,8.6,6.9,7.7,6.9,7.8,7.6,6.8,8.0,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #2. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Wren Yarrowfen,Maryland,Big Ten,Centre Midfielder,2025-11-07,Set Piece Compilation,Wyscout,5.6,6.0,D,Reviewed - Pending Discussion,Watch Next Season,Weak match,6.4,6.4,6.8,5.7,6.1,6.4,5.8,6.6,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Onyx Mistralin,Houston,Big 12,Center Back,2025-11-07,Skills Showcase,Hudl,5.5,5.6,D,Archived,Continue Tracking,Weak match,5.6,6.8,5.4,6.3,5.9,5.0,5.1,7.0,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Maeve Cloudvane,Florida State,ACC,Center Back,2025-11-07,Skills Showcase,Hudl,8.4,8.0,B,Archived,Continue Tracking,Mixed signals,7.1,8.3,7.5,8.7,6.9,7.7,7.3,8.4,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #3. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Vivienne Drystan,Cincinnati,Big 12,Attacking Midfielder,2025-11-06,Highlights,Coach Submitted,7.0,6.5,C,Reviewed - Pending Discussion,Continue Tracking,Not assessed,7.6,6.7,6.5,6.3,6.1,6.2,5.6,7.1,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Dalia Daleforth,Kentucky,SEC,Attacking Midfielder,2025-11-06,Defensive Reel,Conference Network,5.5,5.9,D,In Progress,Continue Tracking,Strong match,6.4,6.1,6.9,6.0,5.7,5.8,5.3,6.5,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
